:START_ID(User),:END_ID(Post),timestamp
1848,2801,100
2493,2802,100
2571,2803,100
2571,2804,100
2571,2805,100
2367,2806,100
1118,2807,100
2572,2808,100
1848,2809,100
2367,2810,100
2578,2812,100
1302,2813,100
2572,2814,100
2572,2815,100
2572,2816,100
2572,2817,100
2572,2818,100
2572,2819,100
1786,2820,100
2493,2821,100
262,2822,100
2493,2823,100
2493,2824,100
1848,2825,100
2203,2827,100
1719,2828,100
2594,2829,100
1502,2830,100
2493,2831,100
2493,2832,100
2493,2833,100
2493,2834,100
2493,2835,100
2493,2836,100
2493,2837,100
2493,2838,100
2572,2839,100
2493,2840,100
52,2842,100
2493,2843,100
2614,2844,100
2619,2845,100
2620,2846,100
2572,2847,100
1848,2848,100
2624,2849,100
2623,2850,100
1848,2851,100
1848,2852,100
2641,2855,100
2644,2856,100
1848,2858,100
1118,2859,100
2651,2860,100
2652,2861,100
362,2862,100
2655,2863,100
1848,2865,100
2658,2867,100
2676,2868,100
1848,2869,100
262,2870,100
2526,2871,100
2686,2872,100
1917,2873,100
1848,2874,100
2696,2875,100
2708,2877,100
1087,2878,100
2713,2879,100
443,2881,100
443,2882,100
2720,2883,100
2721,2884,100
2367,2885,100
1604,2887,100
2735,2889,100
1848,2891,100
2736,2892,100
2738,2893,100
2740,2894,100
-1,2895,100
2740,2896,100
1848,2897,100
2741,2898,100
2744,2899,100
2745,2900,100
1848,2901,100
1896,2902,100
2572,2903,100
2651,2904,100
2750,2905,100
2750,2906,100
2751,2907,100
1848,2908,100
1502,2909,100
2745,2910,100
2757,2911,100
1589,2912,100
2765,2914,100
2777,2916,100
2784,2918,100
2787,2919,100
2791,2920,100
1848,2921,100
2802,2924,100
2572,2925,100
2572,2926,100
2817,2927,100
2817,2928,100
2819,2929,100
1702,2930,100
2832,2931,100
2836,2932,100
1848,2933,100
2839,2934,100
1848,2937,100
2572,2938,100
2572,2939,100
2844,2940,100
1702,2941,100
1702,2942,100
2847,2943,100
443,2944,100
2855,2945,100
141,2946,100
2862,2947,100
225,2949,100
2867,2950,100
2828,2951,100
2855,2952,100
2832,2953,100
2874,2954,100
2896,2955,100
1031,2956,100
2899,2957,100
1348,2958,100
96,2959,100
1848,2960,100
2900,2961,100
2572,2962,100
1848,2963,100
2875,2964,100
2908,2965,100
2828,2966,100
49,2967,100
2828,2968,100
2913,2969,100
2913,2970,100
2913,2971,100
2923,2972,100
271,2973,100
2935,2976,100
1848,2977,100
2010,2978,100
2761,2979,100
2944,2980,100
2947,2981,100
2908,2982,100
2908,2983,100
2959,2984,100
2851,2985,100
2965,2986,100
1702,2987,100
825,2988,100
2828,2989,100
56,2990,100
2828,2992,100
2976,2993,100
2985,2995,100
2987,2996,100
2977,2997,100
819,2998,100
2993,2999,100
1848,3000,100
2996,3001,100
2997,3002,100
98,3003,100
1031,3004,100
2999,3005,100
3004,3006,100
3004,3007,100
2900,3008,100
3004,3009,100
3004,3010,100
2828,3011,100
3012,3012,100
76,3013,100
3021,3016,100
1502,3017,100
3022,3018,100
3004,3019,100
3027,3020,100
141,3021,100
2807,3024,100
3040,3025,100
3041,3026,100
3043,3027,100
3023,3028,100
141,3029,100
1848,3030,100
3055,3031,100
739,3032,100
2745,3034,100
2745,3035,100
2745,3036,100
2745,3037,100
2940,3038,100
76,3039,100
3038,3040,100
1848,3041,100
3076,3042,100
3077,3043,100
1848,3044,100
3079,3045,100
1848,3046,100
3083,3047,100
3083,3048,100
2827,3049,100
3087,3050,100
1848,3052,100
1848,3054,100
3097,3055,100
1848,3056,100
3100,3057,100
3091,3058,100
3107,3059,100
3112,3060,100
2828,3061,100
3118,3062,100
3122,3063,100
2412,3064,100
739,3065,100
3134,3066,100
1848,3067,100
3136,3068,100
3004,3069,100
3142,3070,100
3142,3071,100
3144,3072,100
3004,3073,100
1848,3074,100
1848,3075,100
3142,3076,100
3149,3077,100
3149,3078,100
825,3079,100
825,3080,100
3154,3081,100
1502,3082,100
98,3083,100
2828,3084,100
1922,3086,100
3181,3087,100
3185,3088,100
2572,3089,100
1492,3091,100
3154,3095,100
709,3096,100
3210,3097,100
3211,3098,100
3211,3099,100
3215,3100,100
1848,3101,100
3154,3102,100
1848,3103,100
3217,3104,100
1848,3105,100
1848,3106,100
3004,3107,100
825,3108,100
3223,3109,100
3224,3110,100
3198,3111,100
3226,3112,100
2851,3114,100
3241,3115,100
1848,3116,100
2828,3117,100
2828,3118,100
101,3122,100
262,3123,100
262,3124,100
709,3126,100
3154,3127,100
2094,3128,100
443,3130,100
3266,3131,100
3278,3132,100
3281,3133,100
262,3134,100
2817,3135,100
3289,3136,100
3289,3137,100
2817,3138,100
2412,3139,100
3004,3140,100
3296,3141,100
2836,3142,100
3297,3143,100
3299,3144,100
1589,3145,100
3305,3146,100
3306,3147,100
2908,3148,100
2572,3149,100
2855,3150,100
3314,3151,100
3142,3152,100
2817,3153,100
3326,3154,100
3328,3155,100
3329,3156,100
1848,3158,100
3142,3159,100
3142,3160,100
1397,3161,100
1397,3162,100
499,3163,100
1848,3164,100
803,3165,100
76,3166,100
1848,3168,100
1848,3169,100
1848,3170,100
1848,3171,100
3348,3172,100
3365,3175,100
3348,3176,100
2828,3177,100
3362,3179,100
3362,3180,100
2851,3181,100
3328,3183,100
1397,3184,100
1397,3185,100
1397,3186,100
2412,3187,100
1702,3188,100
2412,3189,100
2412,3190,100
2828,3191,100
3423,3192,100
1702,3193,100
3425,3194,100
1397,3195,100
3425,3196,100
3425,3197,100
3426,3198,100
2418,3199,100
3425,3200,100
3430,3201,100
3433,3202,100
1202,3204,100
3438,3205,100
262,3206,100
739,3207,100
271,3208,100
3441,3209,100
2761,3211,100
277,3212,100
3457,3214,100
1881,3215,100
1397,3216,100
3467,3218,100
3467,3219,100
3471,3220,100
3472,3221,100
3467,3222,100
3454,3223,100
1848,3224,100
3004,3225,100
3480,3226,100
3483,3227,100
3484,3228,100
1848,3229,100
3488,3230,100
3467,3232,100
3315,3233,100
3501,3234,100
3004,3235,100
2203,3236,100
3512,3237,100
2828,3238,100
149,3239,100
1848,3241,100
3483,3242,100
3517,3243,100
3523,3244,100
1848,3245,100
1397,3246,100
2855,3248,100
1702,3249,100
1848,3250,100
1397,3251,100
3535,3252,100
2828,3253,100
3540,3254,100
1848,3255,100
1702,3256,100
3552,3257,100
3554,3258,100
3555,3259,100
1702,3260,100
739,3261,100
3561,3262,100
3569,3263,100
1848,3264,100
286,3265,100
3579,3266,100
3586,3267,100
3563,3268,100
3593,3269,100
3593,3270,100
3593,3271,100
3593,3272,100
3504,3273,100
141,3274,100
3572,3275,100
2751,3276,100
3610,3277,100
3593,3278,100
1397,3281,100
2015,3282,100
2908,3283,100
3639,3284,100
1848,3285,100
3648,3288,100
3650,3289,100
1848,3290,100
660,3291,100
262,3292,100
3655,3293,100
959,3295,100
3670,3296,100
3672,3297,100
3673,3298,100
1848,3299,100
1848,3300,100
3676,3301,100
825,3302,100
3677,3303,100
3678,3304,100
1702,3305,100
3688,3306,100
2745,3308,100
3694,3309,100
3696,3310,100
3696,3311,100
825,3313,100
825,3314,100
3700,3316,100
1702,3317,100
825,3318,100
3706,3319,100
3706,3320,100
3706,3321,100
443,3322,100
3509,3323,100
1848,3324,100
2828,3325,100
3716,3326,100
1118,3327,100
3718,3328,100
1848,3329,100
1850,3330,100
2817,3331,100
2745,3332,100
3730,3333,100
3731,3334,100
3732,3335,100
3743,3336,100
1031,3337,100
1702,3338,100
362,3339,100
1848,3340,100
52,3341,100
1525,3342,100
3757,3343,100
262,3345,100
3770,3346,100
3771,3347,100
1702,3349,100
1776,3350,100
3783,3351,100
3784,3352,100
2828,3353,100
3787,3354,100
3790,3355,100
1118,3356,100
1397,3357,100
1397,3358,100
2828,3360,100
3795,3362,100
1848,3363,100
1702,3364,100
127,3365,100
1397,3366,100
819,3367,100
2828,3368,100
1848,3369,100
1118,3370,100
3810,3371,100
3817,3372,100
3818,3373,100
3819,3374,100
1702,3375,100
1397,3376,100
3825,3377,100
3828,3378,100
3829,3379,100
1848,3380,100
3830,3381,100
3830,3382,100
3831,3383,100
3827,3384,100
2745,3385,100
3833,3386,100
1702,3387,100
3501,3389,100
3840,3391,100
3841,3392,100
3819,3393,100
3843,3394,100
1397,3395,100
3819,3396,100
3860,3397,100
3819,3398,100
3827,3399,100
3867,3400,100
3867,3401,100
2908,3402,100
2745,3405,100
2745,3406,100
3875,3407,100
3877,3408,100
1702,3409,100
3878,3410,100
